fill	x	y	xmin	xmax	ymin	ymax
#4C4C4C	1.25	0	1.125	1.375	-0.25	0.25
#1A1A1A	0.25	0	0.125	0.375	-0.25	0.25
#FFFFFF	2.25	0	2.125	2.375	-0.25	0.25
#212121	1	0	0.875	1.125	-0.25	0.25
#FFFFFF	3	2	2.875	3.125	1.75	2.25
#B5B5B5	3.5	1.5	3.375	3.625	1.25	1.75
#FFFFFF	3.75	2	3.625	3.875	1.75	2.25
#8C8C8C	1.5	0	1.375	1.625	-0.25	0.25
#212121	0.75	0	0.625	0.875	-0.25	0.25
#3E3E3E	1.75	0	1.625	1.875	-0.25	0.25
#FFFFFF	2	1	1.875	2.125	0.75	1.25
#FFFFFF	1.5	1	1.375	1.625	0.75	1.25
#212121	0.5	0	0.375	0.625	-0.25	0.25
#FFFFFF	2	0	1.875	2.125	-0.25	0.25
#FFFFFF	2.25	1	2.125	2.375	0.75	1.25
#000000	0	0	-0.125	0.125	-0.25	0.25
