fill	x	y	xmin	xmax	ymin	ymax
#000000	0	0	-0.125	0.125	-2.5	2.5
#2E2E2E	-0.25	0	-0.375	-0.125	-2.5	2.5
#2E2E2E	0.25	0	0.125	0.375	-2.5	2.5
#777777	-0.5	0	-0.625	-0.375	-2.5	2.5
#787878	0.5	0	0.375	0.625	-2.5	2.5
#D3D3D3	-1	0	-1.125	-0.875	-2.5	2.5
#A7A7A7	0.75	0	0.625	0.875	-2.5	2.5
#9A9A9A	-0.75	0	-0.875	-0.625	-2.5	2.5
#DCDCDC	-1.5	0	-1.625	-1.375	-2.5	2.5
#C2C2C2	1	0	0.875	1.125	-2.5	2.5
#AFAFAF	-0.5	5	-0.625	-0.375	2.5	7.5
#E9E9E9	1.75	0	1.625	1.875	-2.5	2.5
#CCCCCC	-0.25	5	-0.375	-0.125	2.5	7.5
#A6A6A6	-2	0	-2.125	-1.875	-2.5	2.5
#BEBEBE	0.5	5	0.375	0.625	2.5	7.5
#FFFFFF	-0.75	5	-0.875	-0.625	2.5	7.5
#CCCCCC	0.25	5	0.125	0.375	2.5	7.5
#8A8A8A	1.25	55	1.125	1.375	52.5	57.5
#8F8F8F	1.25	50	1.125	1.375	47.5	52.5
#8B8B8B	1.25	45	1.125	1.375	42.5	47.5
#727272	1.25	40	1.125	1.375	37.5	42.5
#6D6D6D	1.25	35	1.125	1.375	32.5	37.5
#939393	1.25	30	1.125	1.375	27.5	32.5
#CCCCCC	1.5	10	1.375	1.625	7.5	12.5
#B7B7B7	1	5	0.875	1.125	2.5	7.5
#C7C7C7	1.25	10	1.125	1.375	7.5	12.5
#A1A1A1	1.25	20	1.125	1.375	17.5	22.5
#AFAFAF	1.5	40	1.375	1.625	37.5	42.5
#BABABA	1.25	5	1.125	1.375	2.5	7.5
#C2C2C2	1.5	15	1.375	1.625	12.5	17.5
#D3D3D3	1	15	0.875	1.125	12.5	17.5
#B7B7B7	1.25	25	1.125	1.375	22.5	27.5
#C7C7C7	1	10	0.875	1.125	7.5	12.5
#FFFFFF	1	30	0.875	1.125	27.5	32.5
#C7C7C7	1.5	5	1.375	1.625	2.5	7.5
#DCDCDC	1.5	20	1.375	1.625	17.5	22.5
#DCDCDC	1.5	35	1.375	1.625	32.5	37.5
#D3D3D3	1.5	25	1.375	1.625	22.5	27.5
#C2C2C2	1.25	15	1.125	1.375	12.5	17.5
#FFFFFF	2	10	1.875	2.125	7.5	12.5
#FFFFFF	1	20	0.875	1.125	17.5	22.5
#FFFFFF	1.75	5	1.625	1.875	2.5	7.5
#FFFFFF	1.75	10	1.625	1.875	7.5	12.5
#FFFFFF	0.75	5	0.625	0.875	2.5	7.5
#FFFFFF	0.75	10	0.625	0.875	7.5	12.5
#B4B4B4	2.75	0	2.625	2.875	-2.5	2.5
#DCDCDC	1	25	0.875	1.125	22.5	27.5
#FFFFFF	1.75	15	1.625	1.875	12.5	17.5
#FFFFFF	1.25	0	1.125	1.375	-2.5	2.5
#E9E9E9	2	0	1.875	2.125	-2.5	2.5
#DCDCDC	-3	0	-3.125	-2.875	-2.5	2.5
#E9E9E9	3.5	0	3.375	3.625	-2.5	2.5
#E9E9E9	1.5	0	1.375	1.625	-2.5	2.5
#E9E9E9	-1.25	0	-1.375	-1.125	-2.5	2.5
#838383	-1	45	-1.125	-0.875	42.5	47.5
#8F8F8F	-1	40	-1.125	-0.875	37.5	42.5
#666666	-1	30	-1.125	-0.875	27.5	32.5
#A9A9A9	-1	20	-1.125	-0.875	17.5	22.5
#6B6B6B	-1	25	-1.125	-0.875	22.5	27.5
#A1A1A1	-1.25	30	-1.375	-1.125	27.5	32.5
#FFFFFF	-0.75	20	-0.875	-0.625	17.5	22.5
#888888	-1	35	-1.125	-0.875	32.5	37.5
#B7B7B7	-1.25	20	-1.375	-1.125	17.5	22.5
#AFAFAF	-1.25	25	-1.375	-1.125	22.5	27.5
#A6A6A6	-1	15	-1.125	-0.875	12.5	17.5
#DCDCDC	-0.75	15	-0.875	-0.625	12.5	17.5
#FFFFFF	-1	50	-1.125	-0.875	47.5	52.5
#FFFFFF	-1	5	-1.125	-0.875	2.5	7.5
#FFFFFF	-1.5	15	-1.625	-1.375	12.5	17.5
#C7C7C7	-1	10	-1.125	-0.875	7.5	12.5
#C7C7C7	-1.25	15	-1.375	-1.125	12.5	17.5
#DCDCDC	-1.25	10	-1.375	-1.125	7.5	12.5
#FFFFFF	-1.25	5	-1.375	-1.125	2.5	7.5
#E9E9E9	-1.25	35	-1.375	-1.125	32.5	37.5
#FFFFFF	-0.75	10	-0.875	-0.625	7.5	12.5
