x	y	clickSelects
-0.09307848498024	-0.210050570738929	28
-0.09358281899672	0.923095015733672	57
-0.05422999114748	-2.39953205111483	75
-0.10731051304065	0.57750153604065	75
-0.0778135662045001	-1.64740356713581	75
-0.11842227228501	-0.0628865121683369	29
-0.10529673140437	0.306709746561893	29
-0.0932022682037501	-0.418445532587821	29
-0.0965652022138801	-0.454640894295867	29
-0.0800686054045101	-1.44168286350508	29
-0.0844992780826701	-1.89486456703118	37
-0.0700801466015499	-0.433108177677301	28
-0.0705413967400901	1.86991612507782	57
0.00946945294607704	-0.836666525848926	75
-0.05992772989562	-2.35060313164445	75
-0.1031745480622	-0.748925335377876	75
-0.00972386586358009	-2.0119745460648	75
-0.10928850003031	-0.265043083378334	75
-0.10236067526398	0.030656762960227	75
-0.0818699462118799	-0.723489927162163	29
-0.0604173408477999	-1.56358891493346	29
-0.10455373335508	-0.84882498875433	29
-0.11355967622055	-0.917956165891678	37
-0.1147906483251	-0.352793567236915	37
-0.07272135841099	0.793691655769585	28
-0.09703355579493	-2.39939976600808	28
-0.00967346305328998	1.27545527061972	57
0.065164627961656	-2.13369824318939	75
-0.0719954814672801	-0.699854762340095	75
-0.0448950637458201	-1.92461916535932	75
-0.08037507028429	-1.03756724475932	75
-0.0905855235819699	-1.38837643491769	75
-0.0319537504715299	-2.17082327447176	75
-0.1093604547447	0.0244717079079315	29
-0.0671323947650999	-1.40164275228049	29
-0.04971791793227	-2.16664547214211	29
-0.11180124605739	-0.198253471252887	29
-0.12166910660937	-0.204278266457322	37
-0.06808657290161	1.53607306568275	57
-0.0581404521022699	2.14218822867787	57
-0.0519288332994701	0.494164950658732	57
-0.0805907055511199	1.57415749965925	57
-0.0326347575255499	-1.08228768342459	75
-0.0251571505959101	-2.23612977104623	75
-0.0909061822097399	-1.3125228364155	75
-0.10909600000704	-1.34697697327517	29
-0.06675393044414	-2.354267798693	29
-0.07060402311644	-2.49217574236677	29
0.0195280810876129	-2.19484028892699	75
-0.10375221386839	-0.279398809214385	75
-0.11733476626563	0.699015640803431	75
-0.0228625402920599	-2.41731569550729	75
-0.10778056161358	-1.47852886511667	75
-0.0739873946361001	-1.42762656767653	75
-0.11953014397014	-1.20316354290994	75
-0.0194024942864399	-1.17894207655631	75
-0.06226138264478	-1.99497950005997	75
-0.06656279703109	-1.55857627452115	75
-0.0708331196336001	-2.12345746691158	75
